,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
2166,2166,Tatsiana Tkachova,Belarus,"Tatsiana Tkachova is a photographer based in Minsk, Belarus. Tkachova graduated from the Belarusian State University of Culture and Arts with a Culturology Degree in 2014, and from the Academy of Documentary Photography and Photojournalism, Fotografika, in St. Petersburg, Russia in 2016.  The main focus of her projects is women, particularly the topics of gender violence, conflict and resistance. Tkachova works with Belarusian and foreign media, including Takie Dela, The Guardian, Der Spiegel Online, Ostpol, Lenta, Zviazda, and Imena. World Press Photo Involvement:
2020 Photo Contest award-winning photographer Tatsiana Tkachova on Social Media:
Instagram: @tkachova_tanya Image credit: Tatsiana Tkachova","{'Der Spiegel Online', 'Tatsiana Tkachova', 'Tkachova'}",3,"{'Social Media', 'the Academy of Documentary Photography', 'Lenta', 'Ostpol', 'Guardian', 'the Belarusian State University of Culture and Arts', 'Zviazda', 'Imena', 'World Press Photo Involvement', 'Takie Dela', 'Tkachova'}",11,"{'Minsk', 'Belarus', 'Tatsiana', 'Russia', 'St. Petersburg'}",5
2167,2167,Terence Pepper,UK,"Terence Pepper trained as a lawyer and librarian before joining the National Portrait Gallery in 1975. Between 1978 and 2014, he was curator of photographs and an exhibition organizer at the gallery. Currently he is senior special advisor on photographs and works part time preparing an exhibition featuring photographs of Audrey Hepburn for summer 2015. His first exhibition was Camera Portraits by E.O. Hoppé (1978). Since then he has organized a wide range of exhibitions on individual photographers who took iconic portraits, including Norman Parkinson (1981), Helmut Newton and Alice Springs (1988), Lewis Morley (1989), Clarence Sinclair Bull (1989), Dorothy Wilding (1991), James Abbe (1995) Henri Cartier-Bresson (1998), Horst (2001), Cecil Beaton (2004) and Angus McBean (2006). His group shows include Edwardian Women Photographers, High Society: Photographs 1897-1914, and Icons of Pop (1999). In 2008 he co-curated Vanity Fair Portraits, winning the Lucie Award for curator of the year, together with David Friend. His most recent exhibition, Man Ray: Portraits (2013-14), was shown in London, Edinburgh (where it was nominated for a Lucie Award) and the Pushkin Museum, Moscow. He was made an Honorary Fellow of the Royal Photographic Society, and awarded an OBE for services to photography and art, in 2002, and is an annual judge for the National Portrait Gallery's Photographic Portrait Prize.","{'Norman Parkinson', 'James Abbe', 'Horst', 'Henri Cartier-Bresson', 'Alice Springs', 'an Honorary Fellow', 'Helmut Newton', 'Dorothy Wilding', 'Man Ray:', 'Audrey Hepburn', 'Cecil Beaton', 'Lewis Morley', 'David Friend', 'Camera Portraits', 'Angus McBean'}",15,"{""the National Portrait Gallery's"", 'the Royal Photographic Society', 'the Pushkin Museum', 'Edwardian Women Photographers', 'E.O. Hoppé', 'the National Portrait Gallery', 'Clarence Sinclair Bull', 'Vanity Fair Portraits', 'Terence Pepper', 'OBE'}",10,"{'Moscow', 'Edinburgh', 'London'}",3
2168,2168,Terence Spencer,United Kingdom,,set(),0,set(),0,set(),0
2169,2169,Terje Bringedal,Norway,"Terje Bringedal has been picture editor for VG, Norway’s largest newspaper, since 1990. Additionally, he has been chairman of The Norwegan Press Photographers Union since 1995, as well as President of Nordic Press Photographers Union. He has been responsible for organizing Dokfestival, a photofestival, in Oslo since 2005.",set(),0,"{'Nordic Press Photographers Union', 'The Norwegan Press Photographers Union', 'VG'}",3,"{'Norway', 'Dokfestival', 'Oslo'}",3
2170,2170,Terrell Groggins,United States,"Terrell Groggins is known domestically and internationally for his compelling coverage of boxing and social injustice in Detroit, MI, United States. His observant understanding of the human condition informs his vision of the African diaspora. Beyond photography, he dedicates significant time to developing his filmmaking career as a director.

Since 2008, Groggins has worked as a financial advisor for educators in Michigan and is a pillar in the community mentoring youth. His compassion and commitment to young people are deeply rooted in growing up in a single-parent home but living on a block where everyone looked out for each other. His mother and grandmother, Edna, raised him to the best of their abilities, but when family was not present, it was the local neighborhood of grounded men that filled in to make sure he wouldn’t fail in life.

Groggins' journey to becoming a photographer began with his neighbor’s mother, a Japanese foreign language teacher, who showed him a worldlier perspective outside of Detroit.

In 2012, desperate to find value in life after years of grieving his younger brother’s death in 2008, he picked up a camera and found joy, passion, and the fulfillment he had been searching for his whole life through photography. Groggins learned he could be involved in the things that were important to him (education, empowerment, activism, inspiring and motivating others, history, and also creating art, fashion, travel, meeting new people, and working for himself).

A self-taught photographer with no former training, he has catapulted from an unfamiliar name to being sought after for his signature photographic style. In 2012, he founded the photography company and brand My Art My Rules.

World Press Photo Involvement:
Award-winning photographer 2019 Photo Contest

Terrell Groggins on Social Media: 
Twitter: @Myartmyrules
Instagram: @my.art.my.rules",{'Terrell Groggins'},1,"{'Social Media', 'Edna', 'MI'}",3,"{'Michigan', 'Detroit', 'United States'}",3
2171,2171,Terry Fincher,United Kingdom,,set(),0,set(),0,set(),0
2172,2172,Terry Phelan,Australia,,set(),0,set(),0,set(),0
2173,2173, Thai Khac Chuong,Vietnam,,set(),0,set(),0,set(),0
2174,2174,Thanassis Stavrakis,Greece,Image credit: Paris Tavitian,set(),0,set(),0,{'Paris'},1
2175,2175,The Dispatch ,none,"The Dispatch is a series from The New York Times video department that seeks to bear witness to important global news events. The team covers the front lines of social and political unrest across the world. They have documented the rise of right-wing populism, the brutality of left-wing dictatorships and the struggle for survival and justice amid the two, environmental damage, uncovered corruption, and human rights abuses. Recent stories have exposed the humanitarian crisis in Venezuela, illegal gold supply chains in Colombia, deforestation in the Brazilian Amazon, police brutality in Chile, and the changing politics of immigration in Central America. 

The Dispatch on Social Media:

Brent McDonald
Twitter: @docubrent 
Instagram: @brentmcdonaldnyt 

Miguel Tovar
Twitter: @migueltovfie
Instagram: @migueltov

Alejandra Carmona López
Twitter: @ale_carmona
Instagram: @alejandracarmonalopez

Mona El Naggar 
Twitter: @monaelnaggar
Instagram: @elnaggarmona

Emma Cott 
Twitter: @emmacottnyt
Instagram: @emmajcott","{'Alejandra Carmona', 'Miguel Tovar'}",2,"{'@emmacottnyt', '@emmajcott', '@docubrent', 'Brent McDonald', '@elnaggarmona\n\nEmma Cott\xa0\r\nTwitter', 'Instagram', '@brentmcdonaldnyt', '@migueltov', 'The New York Times', 'Amazon', '@monaelnaggar', '@migueltovfie'}",12,"{'Venezuela', 'Colombia', 'Chile'}",3
2176,2176,The Waypoint team,none,"To help expose the humanitarian plight to its readers, The Washington Post sent a small team of multi-platform journalists to explore innovative ways to bring audiences greater insight into their ordeal. Samuel Granados, senior graphics editor, led the team’s effort to create a digital narrative that would immerse the viewer in the journey and peril experienced by those refugees and migrants. Zoeann Murphy, a video journalist who had spent more than a decade documenting refugee issues, led the video storytelling effort. And London bureau chief, Griff Witte, who had previously reported on the unfolding events on Lesbos, led the print narrative focusing on the island and its dynamics.

	Together they gathered a wide range of conventional and non-conventional visuals and testimonials from families, aid organizations, and locals on the island. In addition to filming, photographing, writing, and recording natural sounds, they gathered materials made by the refugees and migrants themselves including photographs, illustrations and cell phone footage.

	Back in Washington DC, the team worked together to shape the story and design the interactive. Kevin Schaul, an award-winning visual journalist well versed in digital design, built the backend of the pioneering new storytelling platform, where the user can choose the depth of his own experience in the story. Kat Downs, Washington Post’s graphics director, and Emily Chow, assignment editor, edited the piece. The resulting project, The Waypoint, became a template for future major enterprise collaborations between departments at The Washington Post and helped pave the way for more innovation and engaging storytelling.","{'Emily Chow', 'Kevin Schaul', 'Kat Downs', 'Zoeann Murphy', 'Samuel Granados'}",5,"{'Washington Post’s', 'Griff Witte', 'The Washington Post', 'Lesbos'}",4,"{'Washington DC', 'London'}",2
2177,2177,Themba Hadebe,South Africa,,set(),0,set(),0,set(),0
2178,2178,Theo A.P. Houts,The Netherlands,,set(),0,set(),0,set(),0
2179,2179,Theo Westenberger,USA,,set(),0,set(),0,set(),0
2180,2180,Therese Frare,USA,,set(),0,set(),0,set(),0
2181,2181,Thierry Chesnot,France,,set(),0,set(),0,set(),0
2182,2182,Thomas Borberg,Denmark,"For the past 15 years, he has worked as a teacher of photojournalism, an examiner at the Danish School of Photojournalism, and as a visiting lecturer at many universities. He has also worked as photo editor for numerous book projects and a jury member for national and international photo contests, including the 2016 World Press Photo Contest as a member of the Documentary and News jury. In 2009, he was appointed Politiken’s photo editor-in-chief.",set(),0,set(),0,set(),0
2183,2183,Thomas Coex,France,,set(),0,set(),0,set(),0
2184,2184,Thomas Dworzak,Germany,,set(),0,set(),0,set(),0
2185,2185,Thomas Ernsting,Germany,,set(),0,set(),0,set(),0
2186,2186,Thomas Haley,USA,,set(),0,set(),0,set(),0
2187,2187,Thomas Hegenbart,Germany,,set(),0,set(),0,set(),0
2188,2188,Thomas Hoepker,Germany,,set(),0,set(),0,set(),0
2189,2189,Thomas James Hurst,USA,,set(),0,set(),0,set(),0
2190,2190,Thomas Kern,Switzerland,,set(),0,set(),0,set(),0
2191,2191,Thomas P. Peschak,Germany/South Africa,"Thomas P. Peschak is a National Geographic Photographer and National Geographic Explorer who specializes in documenting both the beauty and fragility of the world's oceans, islands and coasts.

Originally trained as a marine biologist he embraced photojournalism after realizing his photographs could have greater conservation impact than scientific statistics. For National Geographic Magazine he has produced 10 stories that cover a variety of natural history and conservation issues, from manta rays to marine protected areas.

His images have won ten Wildlife Photographer of the Year and six World Press Photo Awards. Peschak is a Founding Director of the Manta Trust and a senior fellow of the International League of Conservation Photographers. He has written/photographed seven books including Sharks&People and Manta: The Secret Life of Devil Rays.

A popular speaker for the National Geographic Live! Series, Thomas has presented his talks at venues across Australia, Asia and North America. His 2015 TED talk, ‘Dive into an ocean photographer’s world’ has been viewed more than 1 million times.

World Press Photo Involvement:
Award-winning photographer 2011 Photo Contest
Award-winning photographer 2013 Photo Contest
Award-winning photographer 2018 Photo Contest
Award-winning photographer 2019 Photo Contest

Thomas P. Peschak on Social Media: 
Instagram: @thomaspeschak
Twitter: @tompeschak
 ","{'Thomas P. Peschak', 'Thomas'}",2,"{'National Geographic Photographer', 'Social Media', 'National Geographic Explorer', 'the Manta Trust', 'World Press Photo Awards', 'the National Geographic Live!', 'Sharks&People', 'National Geographic Magazine', 'the International League of Conservation Photographers'}",9,{'Australia'},1
