,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
2094,2094,Stefano Unterthiner,Italy,"Growing up in a small mountain village in northwest Italy, Stefano Unterthiner spent his early years photographing in the Gran Paradiso National Park and trekking around the beautiful mountains of the Aosta Valley region. He began serious photography at the age of 17, went on to study zoology and, in the fall of 2000, obtained a PhD from the University of Aberdeen in Scotland. After completing his studies, Unterthiner returned to Italy and began his career as a zoologist. But his camera was always at his side and it was not long before his hobby turned into an all-consuming lifestyle and profession. His first award was in 2000, when Unterthiner won the prestigious Mario Pastore prize for best Italian young environmental journalist. Unterthiner now travels regularly around the world in search of new subjects for his photo stories. He specializes in telling the life stories of animals, living in close contact with his chosen species for long periods. He also has a strong commitment to wildlife conservation and environmental issues, with a particular interest in the interactions between people and animals. For his first assignment for National Geographic, Unterthiner spent five months in the archipelago of Crozet shooting penguins for the story 'Every Bird a King' (September 2009). Widely published in magazines worldwide, he is the author of six photography books, the latest of which published at the end of 2010, following his assignment for National Geographic on whooper swans. Unterthiner is a regular prizewinner in the Wildlife Photographer of the Year competition and a member of the International League of Conservation Photographers (ILCP).","{'Mario Pastore', 'Unterthiner'}",2,"{'the University of Aberdeen', 'the International League of Conservation Photographers', 'Stefano Unterthiner', 'National Geographic'}",4,"{'northwest Italy', 'Italy', 'Scotland'}",3
2095,2095,Stefen Chow,Malaysia,"Stefen Chow’s clients include The Smithsonian, Time magazine, Geo, The Guardian, and various commercial companies. He won the grand prize at the Arles Photography Open Salon for the Poverty Line, a photo project on what it means to be poor done in conjunction with economist Lin Hui-Yi, and was awarded an artist’s residency during the Les Rencontres d’Arles. The project has been exhibited at the Three Shadows gallery in Beijing, China, and galleries in Singapore; Penang, Malaysia, and Cologne, Germany, and has been featured beyond photography-oriented press, including NPR, Foreign Policy, Xinhua and Singapore Business Times. The project was also presented at TED@ Shanghai, a global talent search by TED in 2012. In addition, Chow’s work has received awards from PDN, Billboard, International Photo Awards, and Photographie de la Paris. He is a judge for the Tokyo-based Nikon Photo Contest. At the age of 25, Chow climbed to the summit of Mount Everest, and is a member of the Explorers Club. Chow lives in Beijing, China, and Singapore.","{'Lin Hui-Yi', 'Photographie de la Paris', 'Stefen Chow’s'}",3,"{'Time', 'the Explorers Club', 'Nikon Photo Contest', 'Xinhua', 'TED', 'Smithsonian', 'PDN', 'Billboard, International Photo Awards', 'Chow', 'TED@ Shanghai', 'Singapore Business Times', 'NPR', 'Guardian'}",13,"{'Tokyo', 'Germany', 'Malaysia', 'Cologne', 'Singapore', 'China', 'Beijing', 'Penang'}",8
2096,2096,Stephan Elleringmann,Germany,,set(),0,set(),0,set(),0
2097,2097,Stephan Vanfleteren,Belgium,"Stephan Vanfleteren lives and works in his native Belgium. After his photography studies he started to work as a freelancer in 1993. His black-and-white documentary photography covers the disappearance of small, anarchic worlds and the phenomena of everyday life in Belgium, as well as events from conflict zones and portrayals of everyday life around the world.  After working for the daily edition of De Morgen newspaper in the past, Vanfleteren now contributes to its weekend supplements. His association with World Press Photo includes participation in the 1998 Joop Swart Masterclass, receiving awards in different categories, as well as serving on the jury of three World Press Photo Contests. Vanfleteren's work has been exhibited throughout Western Europe. Books presenting his photography are Elvis & Presley, Tales from a Globalizing World, Flandrien, Belgicum and his recent photobook Portret 1989/2009 about portraits of artists and important people in Belgium and Holland.","{'Flandrien', 'Vanfleteren', 'Belgicum', 'Joop Swart Masterclass', 'Stephan Vanfleteren'}",5,"{'Elvis & Presley', 'World Press Photo', 'Globalizing World', 'De Morgen'}",4,"{'Belgium', 'Holland'}",2
2098,2098,Stephan Zaubitzer,France,,set(),0,set(),0,set(),0
2099,2099,Stephane Compoint,France,,set(),0,set(),0,set(),0
2100,2100,Stephane Duroy,France,,set(),0,set(),0,set(),0
2101,2101,Stephanie Bakker,none,"In her early 30s, she left a successful marketing career to pursue journalism and new media studies at the University of Leiden. In her first years as a reporter she covered a wide variety of subject matter eventually focusing on social issues, world cities, and international development. She is especially interested in human stories as a vehicle for tackling broader social and economic issues. Bakker is a strong proponent of constructive journalism with its emphasis on solution-focused reporting.",{'Bakker'},1,{'the University of Leiden'},1,set(),0
2102,2102,Stephanie Harke,Germany,"Stephanie Harke is a freelance photo editor, photographer and producer whose personal interests lie in photojournalism and documentary photography.

Harke started her career in photography with an apprenticeship at GEO Magazine in Germany, where she became a photo editor. Since 2009, she has been working as a professional photographer on personal projects and assignments, as well as working as an editor for several magazines and agencies such as STERN, Art, DB mobil, C3 Creative Code and Content, Territory, Looping Group and others.  

In 2021, Harke began studying Art History and Aesthetics at Braunschweig University of Art (HBK Braunschweig). 

Harke is jury member of the Global Peace Photo Award and has been portfolio reviewer at Visa Pour L’Image in Perpignan and in Arles, France, at Photo Plus Expo in New York, United States, at Lumix Festival in Hanover, Germany and Gute Aussichten in Hamburg, Germany.


World Press Photo Involvement:
2022 World Press Photo Contest jury member
6x6 Global Talent Program nominator

Stephanie Harke on Social Media: 
Instagram: @stephanie_harke","{'Stephanie Harke', '@stephanie_harke', 'Art History', 'Perpignan', 'Harke', 'C3 Creative Code'}",6,"{'GEO Magazine', 'Visa Pour L’Image', 'Looping Group', 'World Press Photo Involvement', 'the Global Peace Photo Award', 'Content', 'Harke', 'Braunschweig University of Art', 'Territory', 'Global Talent Program', 'Social Media'}",11,"{'Arles', 'Hanover', 'Germany', 'New York', 'Hamburg', 'France', 'United States'}",7
2103,2103,Stephanie Sinclair,USA,"After university, Sinclair worked for the Chicago Tribune, which sent her to cover the lead up to the war in Iraq. She later moved to the Middle East covering the region for six years as a freelance photographer. A regular contributor to National Geographic and The New York Times Magazine, Sinclair is the recipient of numerous awards including the CARE International Award for Humanitarian Reportage, the Overseas Press Club’s Olivier Rebbot Award, a Pulitzer Prize, two Visa D’Ors, and three World Press Photo awards. In 2010, Sinclair’s photographs of self-immolation in Afghanistan were exhibited as part of the Whitney Biennial in New York. She is based in Brooklyn, New York.",set(),0,"{'the Chicago Tribune', 'the CARE International Award for Humanitarian Reportage', 'Sinclair’s', 'the Overseas Press Club’s Olivier Rebbot Award', 'The New York Times Magazine', 'National Geographic'}",6,"{'Afghanistan', 'Iraq', 'New York', 'Visa D’Ors', 'Brooklyn'}",5
2104,2104,Stephanie Welsh,USA,,set(),0,set(),0,set(),0
2105,2105,Stephen Dunn,USA,,set(),0,set(),0,set(),0
2106,2106,Stephen Dupont,Australia,,set(),0,set(),0,set(),0
2107,2107,Stephen Ferry,USA,"Stephen Ferry was born in Cambridge, Massachusetts, USA in 1960. His father, David Ferry, is a poet and translator, and his mother, Anne Ferry, was a scholar of English literature. At the age of 12, Stephen began to hang around the Ferranti - Dege camera store and lab, where he learned to develop and print. Since the late 1980s, Stephen has traveled to dozens of countries, covering social and political change, human rights, and the environment. A fluent Spanish speaker, Stephen has developed an understanding of Latin America from over 20 years of covering the region. Stephen's first book, I Am Rich Potosí: The Mountain that Eats Men (Monacelli Press, 1999) documents the lives of the Quechua tin miners of Potosí, Bolivia.   Stephen's work has won honors from World Press Photo, Picture of the Year, and Best of Photojournalism contests. He has also received grants from the National Geographic Expeditions Council, the Fund for Investigative Journalism, the Alicia Patterson Foundation, the Howard Chapnick Fund, the Knight International Press Fellowship, the Getty Images Grant for Good, the Open Society Institute, and the Magnum Foundation.With support from the Tim Hetherington Grant awarded by the World Press Photo and Human Rights Watch, Stephen has just published Violentology: A Manual of the Colombian Conflict (Umbrage, 2012); and in Spanish, Violentología: Un manual del conflicto colombiano (Icono, 2012). At once photojournalism and historical record, Violentology witnesses Colombia's hidden internal war, and the struggle of civilians to resist violence and repression through peaceful means. Stephen teaches documentary practice at the Foundation Nuevo Periodismo Iberoamericano in Cartagena, Colombia and at the International Center of Photography in NYC. He is represented by the Redux agency in NYC.","{'Stephen Ferry', 'Stephen', 'Anne Ferry', 'Monacelli Press', 'Rich Potosí', 'David Ferry'}",6,"{'Violentología', 'the Fund for Investigative Journalism', 'the Magnum Foundation', 'the Alicia Patterson Foundation', 'the Knight International Press Fellowship', 'World Press Photo', 'NYC', 'the Open Society Institute', 'the Colombian Conflict', 'Violentology', 'the National Geographic Expeditions Council', 'the World Press Photo and Human Rights Watch', 'the Getty Images Grant for Good', 'the Howard Chapnick Fund'}",14,"{'Massachusetts', 'Potosí', 'Stephen', 'Colombia', 'USA', 'Icono', 'Cartagena', 'Bolivia', 'Quechua', 'Cambridge'}",10
2108,2108,Stephen Jaffe,USA,,set(),0,set(),0,set(),0
2109,2109,Stephen Mayes,UK," He served as secretary to the jury of the World Press Photo contest from 2004 - 2012 and chair of the jury in 1993. Mayes has worked at the top levels of photography for 25 years in the areas of journalism, art, commercial photography and fashion, working as manager of Network Photographers. Prior to joining VII, Mayes was a senior vice president at Getty Images, leading the creative department and developing commercial content strategies, including Getty's early foray into journalism. Later, he was senior vice-president at eyestorm.com, representing high-end artists in the consumer market. He also worked with Art And Commerce, as director of the image archive, representing top fashion and art photographers for commercial licensing. Mayes regularly writes and broadcasts on the ethics and realities of photographic practice. He currently lives in New York.",{'Mayes'},1,"{'Network Photographers', 'eyestorm.com', 'Art And Commerce', 'Getty', 'Getty Images', 'the World Press Photo'}",6,{'New York'},1
